5555555555554444;D;61;1472139356000
5555555555554444;W;23.91;1473790365000
5555555555554444;W;30.55;1476586932000
5555555555554444;W;81.9;1481801504000
5555555555554444;D;54.82;1487826745000
5555555555554444;W;26.93;1489967043000
5555555555554444;W;45.12;1492775043000
5555555555554444;D;63.22;1498839250000
5555555555554444;D;30.86;1525266754000
5555555555554444;W;83.88;1528094640000
5555555555554444;W;37.2;1538454813000
5555555555554444;D;32.83;1538684578000
5555555555554444;D;56.99;1541077903000
5555555555554444;W;49.24;1551937726000
5555555555554444;W;45.32;1553822620000
5555555555554444;W;33.25;1554662256000
5555555555554444;W;49.17;1555970378000
5555555555554444;D;76.03;1562790385000
5555555555554444;W;53.62;1581368356000
5555555555554444;D;29.31;1583781712000
5555555555554444;W;65.79;1584824913000
5555555555554444;W;98.53;1586443294000
5555555555554444;W;54.6;1587404117000
5555555555554444;W;90.49;1587628060000
5555555555554444;D;41.38;1593564132000
5555555555554444;W;93.74;1600442212000
5555555555554444;D;26.05;1605107656000
5555555555554444;W;28.67;1607711470000
5555555555554444;D;36.78;1608009391000
5555555555554444;W;33.91;1610481376000
5555555555554444;D;69.16;1613735121000
5555555555554444;W;73.46;1621154214000
5555555555554444;W;38.37;1622797583000
5105105105105100;W;60.06;1475400039000
5105105105105100;W;27.23;1485983059000
5105105105105100;D;62.04;1487128687000
5105105105105100;D;67.64;1487911176000
5105105105105100;W;24.93;1488515161000
5105105105105100;W;36.5;1497553030000
5105105105105100;D;70.14;1499617406000
5105105105105100;W;92.94;1500137958000
5105105105105100;D;71.68;1501155821000
5105105105105100;W;56.24;1503020556000
5105105105105100;W;75.04;1504894532000
5105105105105100;D;72.24;1509295811000
5105105105105100;W;81.88;1511067253000
5105105105105100;D;92.65;1511128653000
5105105105105100;W;28.06;1517771278000
5105105105105100;W;79.8;1520638553000
5105105105105100;D;29.79;1525051565000
5105105105105100;D;42.61;1534229393000
5105105105105100;D;71.46;1551868950000
5105105105105100;W;30.3;1556051628000
5105105105105100;W;33.3;1581572816000
5105105105105100;W;94.16;1584968341000
5105105105105100;D;22.21;1593285349000
5105105105105100;W;71.61;1608215856000
5105105105105100;D;83.38;1608899457000
5105105105105100;D;96.81;1611835975000
5105105105105100;D;31.26;1615179299000
5105105105105100;W;62.12;1624782412000
4111111111111111;W;21.65;1472189628000
4111111111111111;W;46.99;1478135026000
4111111111111111;W;38.19;1482009366000
4111111111111111;D;37.5;1485575343000
4111111111111111;D;68.03;1489072840000
4111111111111111;W;23.53;1495445441000
4111111111111111;W;49.75;1495579779000
4111111111111111;W;64.92;1503382138000
4111111111111111;D;39.58;1507873332000
4111111111111111;D;41.7;1507924666000
4111111111111111;W;69.45;1516352984000
4111111111111111;W;55.17;1520121602000
4111111111111111;D;65.82;1528098140000
4111111111111111;W;71.24;1529982285000
4111111111111111;D;32.78;1537514945000
4111111111111111;W;64.6;1539951700000
4111111111111111;D;77.61;1543510374000
4111111111111111;D;38.4;1546605201000
4111111111111111;D;22.78;1564699487000
4111111111111111;D;40.24;1578855396000
4111111111111111;W;51.11;1580477881000
4111111111111111;D;42.64;1586641063000
4111111111111111;D;61.11;1594364810000
4111111111111111;W;65.25;1597994692000
4111111111111111;D;27.47;1604885277000
4111111111111111;W;88.02;1609255008000
4111111111111111;D;79.81;1619867595000
4111111111111111;W;51.43;1622034001000
4111111111111111;D;45.52;1624827742000
4012888888881881;D;88.41;1475916825000
4012888888881881;D;40.09;1482262211000
4012888888881881;W;53.06;1489451680000
4012888888881881;W;21.46;1489788362000
4012888888881881;D;51.03;1492597774000
4012888888881881;W;61.85;1496257451000
4012888888881881;W;56.84;1509919133000
4012888888881881;W;44.44;1512238729000
4012888888881881;W;30.09;1529172876000
4012888888881881;D;92.72;1533333174000
4012888888881881;W;29.54;1535494749000
4012888888881881;D;40.06;1550992781000
4012888888881881;D;92.33;1552934600000
4012888888881881;W;74.53;1556161750000
4012888888881881;D;73.64;1556548169000
4012888888881881;W;59.94;1560589428000
4012888888881881;D;86.56;1572426315000
4012888888881881;W;77.57;1573010409000
4012888888881881;W;95.13;1585038974000
4012888888881881;D;34.39;1585277949000
4012888888881881;W;91.8;1590033372000
4012888888881881;D;88.97;1590373029000
4012888888881881;W;81.83;1593006473000
4012888888881881;D;66.29;1593805753000
4012888888881881;W;96.27;1600869989000
4012888888881881;D;31.96;1610537962000
4222222222222222;D;72.67;1472052069000
4222222222222222;D;25.66;1472761411000
4222222222222222;W;69.13;1476082148000
4222222222222222;W;44.2;1483031056000
4222222222222222;D;21.05;1496029444000
4222222222222222;D;50.7;1503254295000
4222222222222222;W;62.3;1505545641000
4222222222222222;D;75.04;1505811205000
4222222222222222;W;83.99;1506887394000
4222222222222222;D;77.45;1512639787000
4222222222222222;W;47.85;1514504668000
4222222222222222;W;74.74;1519189450000
4222222222222222;W;44.83;1535978812000
4222222222222222;D;84.41;1542252659000
4222222222222222;W;52.14;1543640209000
4222222222222222;D;65.68;1544737075000
4222222222222222;D;86;1548610182000
4222222222222222;W;78.27;1549529071000
4222222222222222;W;73.34;1550453209000
4222222222222222;D;26.65;1552357088000
4222222222222222;W;45.35;1555130470000
4222222222222222;W;47.64;1557675810000
4222222222222222;D;68.51;1559246423000
4222222222222222;W;78.96;1582116221000
4222222222222222;W;87.87;1585510282000
4222222222222222;W;22.38;1586374905000
4222222222222222;D;46.15;1587079144000
4222222222222222;W;64.3;1593456036000
4222222222222222;D;38.63;1601029199000
4222222222222222;D;90.13;1602445617000
4222222222222222;W;72.51;1609687501000
4222222222222222;D;48.32;1616509282000
4222222222222222;D;28.2;1618843399000
4444111122223333;D;77.37;1473447323000
4444111122223333;D;57.22;1476350176000
4444111122223333;W;55.63;1480036755000
4444111122223333;D;29.8;1487386694000
4444111122223333;W;35.59;1505565559000
4444111122223333;D;20.19;1509186880000
4444111122223333;W;85.7;1512645693000
4444111122223333;W;47.51;1517580536000
4444111122223333;W;23.6;1523000295000
4444111122223333;D;26.37;1524711960000
4444111122223333;W;71.51;1528212303000
4444111122223333;D;60.28;1531061341000
4444111122223333;D;55;1532943003000
4444111122223333;W;33.2;1533954320000
4444111122223333;W;50.1;1534820354000
4444111122223333;D;77.87;1535322437000
4444111122223333;D;53.3;1535515172000
4444111122223333;D;94.37;1539199679000
4444111122223333;D;42.36;1541153101000
4444111122223333;W;26.53;1547621225000
4444111122223333;D;23.01;1548637744000
4444111122223333;W;70.33;1548830676000
4444111122223333;D;25.26;1549108073000
4444111122223333;D;26.5;1560587365000
4444111122223333;W;36.76;1566497109000
4444111122223333;W;57.17;1566652536000
4444111122223333;D;38.41;1569811586000
4444111122223333;W;65.44;1577318924000
4444111122223333;W;78.36;1584375890000
4444111122223333;W;46.96;1584446871000
4444111122223333;D;39.49;1601898296000
4444111122223333;D;94.47;1603548615000
4444111122223333;D;94.67;1604242788000
4444111122223333;W;83.57;1611674490000
4444111122223333;W;48.43;1612121074000
